Fecha,Edad,Cantidad
2021-03-09,26 años,94
2021-03-09,27 años,108
2021-03-09,28 años,94
2021-03-09,29 años,133
2021-03-09,30 años,119
2021-03-09,31 años,121
2021-03-09,32 años,110
2021-03-09,33 años,141
2021-03-09,34 años,125
2021-03-09,35 años,115
2021-03-09,36 años,130
2021-03-09,37 años,127
2021-03-09,38 años,147
2021-03-09,39 años,123
2021-03-09,40 años,124
2021-03-09,41 años,135
2021-03-09,42 años,132
2021-03-09,43 años,128
2021-03-09,44 años,127
2021-03-09,45 años,109
2021-03-09,46 años,124
2021-03-09,47 años,121
2021-03-09,48 años,121
2021-03-09,49 años,104
2021-03-09,50 años,98
2021-03-09,51 años,94
2021-03-09,52 años,104
2021-03-09,53 años,85
2021-03-09,54 años,82
2021-03-09,55 años,3283
2021-03-09,56 años,3669
2021-03-09,57 años,3606
2021-03-09,58 años,3747
2021-03-09,59 años,3639
2021-03-09,60 años,3
2021-03-09,62 años,1
2021-03-09,74 años,1
2021-03-09,76 años,1
2021-03-09,79 años,1
2021-03-09,80 años,1
2021-03-09,97 años,1
2021-03-10,6 años,1
2021-03-10,18 años,28
2021-03-10,19 años,32
2021-03-10,20 años,43
2021-03-10,21 años,117
2021-03-10,22 años,108
2021-03-10,23 años,115
2021-03-10,24 años,153
2021-03-10,25 años,168
2021-03-10,26 años,171
2021-03-10,27 años,185
2021-03-10,28 años,187
2021-03-10,29 años,183
2021-03-10,30 años,194
2021-03-10,31 años,177
2021-03-10,32 años,208
2021-03-10,33 años,198
2021-03-10,34 años,181
2021-03-10,35 años,156
2021-03-10,36 años,190
2021-03-10,37 años,183
2021-03-10,38 años,200
2021-03-10,39 años,196
2021-03-10,40 años,152
2021-03-10,41 años,197
2021-03-10,42 años,199
2021-03-10,43 años,213
2021-03-10,44 años,209
2021-03-10,45 años,202
2021-03-10,46 años,176
2021-03-10,47 años,176
2021-03-10,48 años,183
2021-03-10,49 años,132
2021-03-10,50 años,166
2021-03-10,51 años,153
2021-03-10,52 años,154
2021-03-10,53 años,146
2021-03-10,54 años,129
2021-03-10,55 años,3580
2021-03-10,56 años,3796
2021-03-10,57 años,3942
2021-03-10,58 años,3991
2021-03-10,59 años,3887
2021-03-10,60 años,19
2021-03-10,61 años,1
2021-03-10,62 años,2
2021-03-10,63 años,2
2021-03-10,67 años,3
2021-03-10,69 años,1
2021-03-10,71 años,2
2021-03-10,72 años,1
2021-03-10,81 años,1
2021-03-10,94 años,1
2021-03-10,No Definido,3
2021-03-11,17 años,1
2021-03-11,18 años,58
2021-03-11,19 años,61
2021-03-11,20 años,102
2021-03-11,21 años,118
2021-03-11,22 años,132
2021-03-11,23 años,172
2021-03-11,24 años,180
2021-03-11,25 años,172
2021-03-11,26 años,189
2021-03-11,27 años,220
2021-03-11,28 años,218
2021-03-11,29 años,207
2021-03-11,30 años,236
2021-03-11,31 años,230
2021-03-11,32 años,251
2021-03-11,33 años,245
2021-03-11,34 años,259
2021-03-11,35 años,257
2021-03-11,36 años,261
2021-03-11,37 años,252
2021-03-11,38 años,246
2021-03-11,39 años,269
2021-03-11,40 años,264
2021-03-11,41 años,238
2021-03-11,42 años,288
2021-03-11,43 años,295
2021-03-11,44 años,307
2021-03-11,45 años,328
2021-03-11,46 años,348
2021-03-11,47 años,315
2021-03-11,48 años,295
2021-03-11,49 años,327
2021-03-11,50 años,376
2021-03-11,51 años,358
2021-03-11,52 años,346
2021-03-11,53 años,369
2021-03-11,54 años,400
2021-03-11,55 años,2452
2021-03-11,56 años,2561
2021-03-11,57 años,2623
2021-03-11,58 años,2674
2021-03-11,59 años,2715
2021-03-11,60 años,54
2021-03-11,61 años,20
2021-03-11,62 años,22
2021-03-11,63 años,13
2021-03-11,64 años,22
2021-03-11,65 años,13
2021-03-11,66 años,14
2021-03-11,67 años,13
2021-03-11,68 años,10
2021-03-11,69 años,6
2021-03-11,70 años,16
2021-03-11,71 años,4
2021-03-11,72 años,1
2021-03-11,73 años,2
2021-03-11,74 años,2
2021-03-11,76 años,1
2021-03-11,77 años,1
2021-03-11,78 años,2
2021-03-11,86 años,1
2021-03-11,89 años,1
2021-03-11,No Definido,2
2021-03-12,18 años,27
2021-03-12,19 años,16
2021-03-12,20 años,21
2021-03-12,21 años,46
2021-03-12,22 años,102
2021-03-12,23 años,130
2021-03-12,24 años,257
2021-03-12,25 años,430
2021-03-12,26 años,432
2021-03-12,27 años,493
2021-03-12,28 años,530
2021-03-12,29 años,543
2021-03-12,30 años,586
2021-03-12,31 años,634
2021-03-12,32 años,712
2021-03-12,33 años,660
2021-03-12,34 años,685
2021-03-12,35 años,709
2021-03-12,36 años,738
2021-03-12,37 años,710
2021-03-12,38 años,771
2021-03-12,39 años,781
2021-03-12,40 años,765
2021-03-12,41 años,713
2021-03-12,42 años,730
2021-03-12,43 años,748
2021-03-12,44 años,733
2021-03-12,45 años,704
2021-03-12,46 años,648
2021-03-12,47 años,552
2021-03-12,48 años,577
2021-03-12,49 años,582
2021-03-12,50 años,514
2021-03-12,51 años,522
2021-03-12,52 años,563
2021-03-12,53 años,458
2021-03-12,54 años,463
2021-03-12,55 años,402
2021-03-12,56 años,363
2021-03-12,57 años,372
2021-03-12,58 años,351
2021-03-12,59 años,343
2021-03-12,60 años,290
2021-03-12,61 años,265
2021-03-12,62 años,253
2021-03-12,63 años,207
2021-03-12,64 años,184
2021-03-12,65 años,111
2021-03-12,66 años,97
2021-03-12,67 años,64
2021-03-12,68 años,52
2021-03-12,69 años,26
2021-03-12,70 años,16
2021-03-12,71 años,18
2021-03-12,72 años,13
2021-03-12,73 años,16
2021-03-12,74 años,9
2021-03-12,75 años,12
2021-03-12,76 años,6
2021-03-12,77 años,4
2021-03-12,79 años,4
2021-03-12,80 años,2
2021-03-12,81 años,3
2021-03-12,82 años,2
2021-03-12,85 años,1
2021-03-12,90 años,1
2021-03-13,18 años,11
2021-03-13,19 años,7
2021-03-13,20 años,2
2021-03-13,21 años,18
2021-03-13,22 años,29
2021-03-13,23 años,78
2021-03-13,24 años,114
2021-03-13,25 años,157
2021-03-13,26 años,193
2021-03-13,27 años,184
2021-03-13,28 años,203
2021-03-13,29 años,252
2021-03-13,30 años,240
2021-03-13,31 años,267
2021-03-13,32 años,269
2021-03-13,33 años,305
2021-03-13,34 años,279
2021-03-13,35 años,302
2021-03-13,36 años,312
2021-03-13,37 años,345
2021-03-13,38 años,334
2021-03-13,39 años,366
2021-03-13,40 años,323
2021-03-13,41 años,350
2021-03-13,42 años,326
2021-03-13,43 años,340
2021-03-13,44 años,317
2021-03-13,45 años,315
2021-03-13,46 años,286
2021-03-13,47 años,261
2021-03-13,48 años,302
2021-03-13,49 años,249
2021-03-13,50 años,262
2021-03-13,51 años,264
2021-03-13,52 años,215
2021-03-13,53 años,232
2021-03-13,54 años,206
2021-03-13,55 años,203
2021-03-13,56 años,206
2021-03-13,57 años,168
2021-03-13,58 años,180
2021-03-13,59 años,172
2021-03-13,60 años,171
2021-03-13,61 años,143
2021-03-13,62 años,137
2021-03-13,63 años,113
2021-03-13,64 años,100
2021-03-13,65 años,84
2021-03-13,66 años,45
2021-03-13,67 años,39
2021-03-13,68 años,29
2021-03-13,69 años,28
2021-03-13,70 años,21
2021-03-13,71 años,17
2021-03-13,72 años,15
2021-03-13,73 años,13
2021-03-13,74 años,12
2021-03-13,75 años,5
2021-03-13,76 años,4
2021-03-13,77 años,2
2021-03-13,78 años,2
2021-03-13,80 años,2
2021-03-13,81 años,2
2021-03-13,82 años,2
2021-03-13,84 años,1
2021-03-13,88 años,1
2021-03-13,93 años,2
2021-03-15,17 años,1
2021-03-15,18 años,10
2021-03-15,19 años,5
2021-03-15,20 años,9
2021-03-15,21 años,20
2021-03-15,22 años,48
2021-03-15,23 años,65
2021-03-15,24 años,100
2021-03-15,25 años,117
2021-03-15,26 años,128
2021-03-15,27 años,159
2021-03-15,28 años,178
2021-03-15,29 años,160
2021-03-15,30 años,179
2021-03-15,31 años,177
2021-03-15,32 años,190
2021-03-15,33 años,176
2021-03-15,34 años,216
2021-03-15,35 años,192
2021-03-15,36 años,202
2021-03-15,37 años,209
2021-03-15,38 años,217
2021-03-15,39 años,238
2021-03-15,40 años,234
2021-03-15,41 años,229
2021-03-15,42 años,251
2021-03-15,43 años,226
2021-03-15,44 años,228
2021-03-15,45 años,187
2021-03-15,46 años,217
2021-03-15,47 años,172
2021-03-15,48 años,172
2021-03-15,49 años,162
2021-03-15,50 años,427
2021-03-15,51 años,392
2021-03-15,52 años,396
2021-03-15,53 años,396
2021-03-15,54 años,425
2021-03-15,55 años,184
2021-03-15,56 años,208
2021-03-15,57 años,194
2021-03-15,58 años,186
2021-03-15,59 años,190
2021-03-15,60 años,437
2021-03-15,61 años,402
2021-03-15,62 años,378
2021-03-15,63 años,362
2021-03-15,64 años,332
2021-03-15,65 años,343
2021-03-15,66 años,304
2021-03-15,67 años,260
2021-03-15,68 años,211
2021-03-15,69 años,231
2021-03-15,70 años,202
2021-03-15,71 años,8
2021-03-15,72 años,7
2021-03-15,73 años,11
2021-03-15,74 años,2
2021-03-15,75 años,10
2021-03-15,76 años,6
2021-03-15,77 años,5
2021-03-15,78 años,2
2021-03-15,79 años,3
2021-03-15,80 años,1
2021-03-15,82 años,1
2021-03-15,83 años,1
2021-03-15,84 años,1
2021-03-15,85 años,2
2021-03-15,86 años,1
2021-03-15,87 años,1
2021-03-15,88 años,2
2021-03-15,94 años,1
2021-03-15,95 años,1
2021-03-16,18 años,6
2021-03-16,19 años,9
2021-03-16,20 años,4
2021-03-16,21 años,11
2021-03-16,22 años,12
2021-03-16,23 años,17
2021-03-16,24 años,17
2021-03-16,25 años,25
2021-03-16,26 años,26
2021-03-16,27 años,17
2021-03-16,28 años,27
2021-03-16,29 años,28
2021-03-16,30 años,36
2021-03-16,31 años,26
2021-03-16,32 años,36
2021-03-16,33 años,28
2021-03-16,34 años,38
2021-03-16,35 años,46
2021-03-16,36 años,32
2021-03-16,37 años,43
2021-03-16,38 años,37
2021-03-16,39 años,47
2021-03-16,40 años,33
2021-03-16,41 años,46
2021-03-16,42 años,33
2021-03-16,43 años,56
2021-03-16,44 años,43
2021-03-16,45 años,47
2021-03-16,46 años,44
2021-03-16,47 años,49
2021-03-16,48 años,38
2021-03-16,49 años,32
2021-03-16,50 años,248
2021-03-16,51 años,262
2021-03-16,52 años,276
2021-03-16,53 años,256
2021-03-16,54 años,248
2021-03-16,55 años,132
2021-03-16,56 años,119
2021-03-16,57 años,122
2021-03-16,58 años,102
2021-03-16,59 años,140
2021-03-16,60 años,333
2021-03-16,61 años,322
2021-03-16,62 años,285
2021-03-16,63 años,311
2021-03-16,64 años,289
2021-03-16,65 años,277
2021-03-16,66 años,239
2021-03-16,67 años,230
2021-03-16,68 años,236
2021-03-16,69 años,246
2021-03-16,70 años,207
2021-03-16,71 años,28
2021-03-16,72 años,12
2021-03-16,73 años,17
2021-03-16,74 años,17
2021-03-16,75 años,27
2021-03-16,76 años,23
2021-03-16,77 años,31
2021-03-16,78 años,26
2021-03-16,79 años,34
2021-03-16,80 años,33
2021-03-16,81 años,30
2021-03-16,82 años,40
2021-03-16,83 años,37
2021-03-16,84 años,27
2021-03-16,85 años,35
2021-03-16,86 años,42
2021-03-16,87 años,41
2021-03-16,88 años,44
2021-03-16,89 años,39
2021-03-16,90 años,50
2021-03-16,91 años,32
2021-03-16,92 años,35
2021-03-16,93 años,35
2021-03-16,94 años,18
2021-03-16,95 años,17
2021-03-16,96 años,14
2021-03-16,97 años,19
2021-03-16,98 años,16
2021-03-16,99 años,11
2021-03-16,107 años,3
2021-03-16,No Definido,9
2021-03-17,18 años,14
2021-03-17,19 años,25
2021-03-17,20 años,32
2021-03-17,21 años,60
2021-03-17,22 años,77
2021-03-17,23 años,103
2021-03-17,24 años,103
2021-03-17,25 años,119
2021-03-17,26 años,114
2021-03-17,27 años,116
2021-03-17,28 años,110
2021-03-17,29 años,94
2021-03-17,30 años,97
2021-03-17,31 años,89
2021-03-17,32 años,102
2021-03-17,33 años,92
2021-03-17,34 años,84
2021-03-17,35 años,71
2021-03-17,36 años,66
2021-03-17,37 años,54
2021-03-17,38 años,56
2021-03-17,39 años,44
2021-03-17,40 años,36
2021-03-17,41 años,56
2021-03-17,42 años,57
2021-03-17,43 años,46
2021-03-17,44 años,32
2021-03-17,45 años,27
2021-03-17,46 años,31
2021-03-17,47 años,33
2021-03-17,48 años,21
2021-03-17,49 años,27
2021-03-17,50 años,245
2021-03-17,51 años,291
2021-03-17,52 años,269
2021-03-17,53 años,267
2021-03-17,54 años,281
2021-03-17,55 años,119
2021-03-17,56 años,146
2021-03-17,57 años,129
2021-03-17,58 años,128
2021-03-17,59 años,134
2021-03-17,60 años,313
2021-03-17,61 años,322
2021-03-17,62 años,322
2021-03-17,63 años,315
2021-03-17,64 años,322
2021-03-17,65 años,306
2021-03-17,66 años,290
2021-03-17,67 años,252
2021-03-17,68 años,266
2021-03-17,69 años,238
2021-03-17,70 años,207
2021-03-17,71 años,25
2021-03-17,72 años,7
2021-03-17,73 años,17
2021-03-17,74 años,20
2021-03-17,75 años,22
2021-03-17,76 años,22
2021-03-17,77 años,29
2021-03-17,78 años,16
2021-03-17,79 años,19
2021-03-17,80 años,22
2021-03-17,81 años,24
2021-03-17,82 años,21
2021-03-17,83 años,24
2021-03-17,84 años,27
2021-03-17,85 años,21
2021-03-17,86 años,28
2021-03-17,87 años,36
2021-03-17,88 años,23
2021-03-17,89 años,34
2021-03-17,90 años,22
2021-03-17,91 años,24
2021-03-17,92 años,20
2021-03-17,93 años,19
2021-03-17,94 años,11
2021-03-17,95 años,16
2021-03-17,96 años,9
2021-03-17,97 años,5
2021-03-17,98 años,5
2021-03-17,99 años,2
2021-03-17,107 años,3
2021-03-17,No Definido,8
2021-03-18,17 años,1
2021-03-18,18 años,11
2021-03-18,19 años,23
2021-03-18,20 años,31
2021-03-18,21 años,40
2021-03-18,22 años,41
2021-03-18,23 años,49
2021-03-18,24 años,46
2021-03-18,25 años,53
2021-03-18,26 años,56
2021-03-18,27 años,49
2021-03-18,28 años,57
2021-03-18,29 años,47
2021-03-18,30 años,47
2021-03-18,31 años,47
2021-03-18,32 años,46
2021-03-18,33 años,39
2021-03-18,34 años,46
2021-03-18,35 años,31
2021-03-18,36 años,25
2021-03-18,37 años,24
2021-03-18,38 años,44
2021-03-18,39 años,25
2021-03-18,40 años,28
2021-03-18,41 años,25
2021-03-18,42 años,27
2021-03-18,43 años,23
2021-03-18,44 años,29
2021-03-18,45 años,24
2021-03-18,46 años,20
2021-03-18,47 años,18
2021-03-18,48 años,13
2021-03-18,49 años,13
2021-03-18,50 años,1743
2021-03-18,51 años,1797
2021-03-18,52 años,1957
2021-03-18,53 años,1878
2021-03-18,54 años,1819
2021-03-18,55 años,460
2021-03-18,56 años,488
2021-03-18,57 años,445
2021-03-18,58 años,448
2021-03-18,59 años,492
2021-03-18,60 años,2373
2021-03-18,61 años,2500
2021-03-18,62 años,2388
2021-03-18,63 años,2480
2021-03-18,64 años,2265
2021-03-18,65 años,2217
2021-03-18,66 años,2251
2021-03-18,67 años,2021
2021-03-18,68 años,1859
2021-03-18,69 años,1749
2021-03-18,70 años,1722
2021-03-18,71 años,19
2021-03-18,72 años,1
2021-03-18,73 años,1
2021-03-18,74 años,3
2021-03-18,75 años,3
2021-03-18,77 años,3
2021-03-18,79 años,3
2021-03-18,80 años,1
2021-03-18,81 años,3
2021-03-18,82 años,2
2021-03-18,83 años,4
2021-03-18,84 años,5
2021-03-18,85 años,3
2021-03-18,86 años,6
2021-03-18,87 años,3
2021-03-18,88 años,4
2021-03-18,89 años,2
2021-03-18,90 años,8
2021-03-18,91 años,1
2021-03-18,92 años,4
2021-03-18,93 años,4
2021-03-18,94 años,4
2021-03-18,95 años,5
2021-03-18,96 años,4
2021-03-18,97 años,1
2021-03-18,98 años,2
2021-03-18,99 años,1
2021-03-18,No Definido,5
2021-03-19,3 años,1
2021-03-19,18 años,10
2021-03-19,19 años,37
2021-03-19,20 años,47
2021-03-19,21 años,68
2021-03-19,22 años,50
2021-03-19,23 años,72
2021-03-19,24 años,70
2021-03-19,25 años,69
2021-03-19,26 años,78
2021-03-19,27 años,76
2021-03-19,28 años,76
2021-03-19,29 años,67
2021-03-19,30 años,85
2021-03-19,31 años,60
2021-03-19,32 años,73
2021-03-19,33 años,58
2021-03-19,34 años,56
2021-03-19,35 años,48
2021-03-19,36 años,46
2021-03-19,37 años,38
2021-03-19,38 años,35
2021-03-19,39 años,39
2021-03-19,40 años,24
2021-03-19,41 años,32
2021-03-19,42 años,28
2021-03-19,43 años,34
2021-03-19,44 años,34
2021-03-19,45 años,16
2021-03-19,46 años,19
2021-03-19,47 años,21
2021-03-19,48 años,18
2021-03-19,49 años,15
2021-03-19,50 años,1708
2021-03-19,51 años,1828
2021-03-19,52 años,1770
2021-03-19,53 años,1796
2021-03-19,54 años,1831
2021-03-19,55 años,501
2021-03-19,56 años,476
2021-03-19,57 años,448
2021-03-19,58 años,486
2021-03-19,59 años,563
2021-03-19,60 años,2156
2021-03-19,61 años,2402
2021-03-19,62 años,2317
2021-03-19,63 años,2293
2021-03-19,64 años,2218
2021-03-19,65 años,2225
2021-03-19,66 años,2147
2021-03-19,67 años,1919
2021-03-19,68 años,1915
2021-03-19,69 años,1725
2021-03-19,70 años,1648
2021-03-19,71 años,18
2021-03-19,72 años,4
2021-03-19,73 años,2
2021-03-19,74 años,1
2021-03-19,75 años,5
2021-03-19,76 años,4
2021-03-19,77 años,1
2021-03-19,78 años,4
2021-03-19,79 años,2
2021-03-19,80 años,2
2021-03-19,81 años,2
2021-03-19,82 años,2
2021-03-19,83 años,3
2021-03-19,85 años,4
2021-03-19,86 años,3
2021-03-19,87 años,5
2021-03-19,88 años,3
2021-03-19,89 años,3
2021-03-19,90 años,5
2021-03-19,91 años,1
2021-03-19,92 años,1
2021-03-19,93 años,5
2021-03-19,94 años,2
2021-03-19,96 años,2
2021-03-19,99 años,3
2021-03-19,107 años,1
2021-03-19,No Definido,2
2021-03-20,18 años,3
2021-03-20,19 años,1
2021-03-20,20 años,1
2021-03-20,21 años,1
2021-03-20,22 años,1
2021-03-20,23 años,5
2021-03-20,24 años,2
2021-03-20,25 años,5
2021-03-20,26 años,4
2021-03-20,27 años,5
2021-03-20,28 años,4
2021-03-20,29 años,1
2021-03-20,30 años,4
2021-03-20,31 años,4
2021-03-20,32 años,5
2021-03-20,33 años,3
2021-03-20,34 años,4
2021-03-20,35 años,5
2021-03-20,36 años,2
2021-03-20,37 años,1
2021-03-20,38 años,3
2021-03-20,39 años,2
2021-03-20,40 años,5
2021-03-20,41 años,4
2021-03-20,42 años,6
2021-03-20,43 años,8
2021-03-20,44 años,7
2021-03-20,45 años,4
2021-03-20,46 años,8
2021-03-20,47 años,6
2021-03-20,48 años,5
2021-03-20,49 años,9
2021-03-20,50 años,607
2021-03-20,51 años,693
2021-03-20,52 años,630
2021-03-20,53 años,633
2021-03-20,54 años,627
2021-03-20,55 años,192
2021-03-20,56 años,143
2021-03-20,57 años,166
2021-03-20,58 años,177
2021-03-20,59 años,182
2021-03-20,60 años,803
2021-03-20,61 años,781
2021-03-20,62 años,836
2021-03-20,63 años,813
2021-03-20,64 años,839
2021-03-20,65 años,818
2021-03-20,66 años,793
